genid,id,name,cpu,mem,memperc,netin,netout,blockin,blockout,image,detuser,ip,date
c061a85d-ddfe-4c9a-82c7-6e452506a5e8,f9e7b2212f7d,dazzling_maxwell,0.14,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 20:54:56
7985d8d9-477f-4273-9893-302d98275517,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 20:55:00
e352ab2a-d24f-47aa-a438-78b884f2721b,23093d2fe9c7,frosty_lovelace,2.55,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 20:55:00
7090575b-c515-49bf-ae0e-4d91cc4cf3c5,009b31303ad0,brave_dhawan,480.74,1.15964e+11,86.13,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:55:45
10016f63-c817-4b4e-8a78-2129e9dd6721,81748903fe57,funny_ishizaka,0.12,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 20:55:45
329f6368-5166-449e-bd24-973bc43fbc5b,855999a48d19,intelligent_napier,0.69,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:55:45
3aae747e-834b-4c52-91a2-5b242b777bbc,8dcd67312969,nifty_rosalind,1.68,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 20:55:49
8f39596b-0363-4b45-a20a-cac52d55faed,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 20:55:58
0e64a1b0-6f1a-4365-9cfa-adad4fdec6b3,5e1d18f2d053,objective_black,1.29,6.28097e+08,1.87,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 20:55:58
52c0a80b-fc77-4379-a84c-86da4932400b,db2514bd2f7c,pensive_kapitsa,0.4,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 20:55:58
788b6d9f-8fe3-4ae4-8b34-3ec801434c97,1c2e250005e4,pensive_nobel,0.01,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 20:55:58
d5acff16-3ef2-4991-80ab-535bb68ba0e3,f9e7b2212f7d,dazzling_maxwell,0.23,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 20:55:59
