genid,id,name,cpu,mem,memperc,netin,netout,blockin,blockout,image,detuser,ip,date
3925a2e9-3416-422a-ad6a-62878bd05bd4,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 20:56:03
73ea7873-6729-4ceb-af17-4252dd8123c6,23093d2fe9c7,frosty_lovelace,2.54,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 20:56:03
2ff8f466-4804-46a1-8927-65ab1c51fe51,009b31303ad0,brave_dhawan,481.75,1.1489e+11,85.98,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:56:48
9fb82368-340f-456f-b00b-989bef2806b9,81748903fe57,funny_ishizaka,0.15,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 20:56:48
b31f52dc-3b34-444d-8bb9-b2f31bfd77ab,855999a48d19,intelligent_napier,0.62,3.50224e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:56:48
5e0ab0e3-302c-4767-a592-1563eb3107e3,8dcd67312969,nifty_rosalind,4.02,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 20:56:52
faabba9c-ff9a-4285-ba5d-6fad082fb643,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 20:57:02
ee0ac04c-b8cb-4ccf-a316-bc0450d2e68e,5e1d18f2d053,objective_black,0.73,6.27048e+08,1.87,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 20:57:02
41bde359-343c-47fd-911e-aba7f1c28ae2,db2514bd2f7c,pensive_kapitsa,0.01,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 20:57:02
1f746119-09c5-439b-9399-1f43886cd07f,1c2e250005e4,pensive_nobel,0.01,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 20:57:02
db43ce5c-4860-4ea3-9317-6cb249841e32,f9e7b2212f7d,dazzling_maxwell,0.2,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 20:57:02
50463452-5f73-4e7e-81a1-325be751307e,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 20:57:05
60f0266d-135d-4830-b2f0-3e293c1be517,23093d2fe9c7,frosty_lovelace,2.49,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 20:57:05
c30cba72-009b-4062-8899-08697fb51b08,009b31303ad0,brave_dhawan,437.79,1.15964e+11,86.09,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:57:51
55aed5f6-6f38-4986-8bf9-806a7ba15282,81748903fe57,funny_ishizaka,0.13,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 20:57:51
60a8c55a-31db-409a-8d0a-d5096c8749bf,855999a48d19,intelligent_napier,0.66,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:57:51
63c5bb07-bacb-422e-8886-721382ab8801,8dcd67312969,nifty_rosalind,1.61,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 20:57:55
407cf005-f5f0-47e0-9edd-90785728c545,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 20:58:05
eb80b36d-c6e7-4665-a9c2-fcc1c33c00be,5e1d18f2d053,objective_black,1.1,6.28097e+08,1.88,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 20:58:05
0711fc35-c335-4214-9266-81e8ec3fe742,db2514bd2f7c,pensive_kapitsa,0.39,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 20:58:05
568934d7-ddb6-4676-9c46-7836249fd278,1c2e250005e4,pensive_nobel,0.02,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 20:58:05
883f3a9e-3882-4e07-baa9-e034333a73bc,f9e7b2212f7d,dazzling_maxwell,0.24,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 20:58:05
57d6b213-99a6-483f-8b81-f749f13473ae,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 20:58:08
1e816fce-875f-4543-91b9-3f6b5a0bed2a,23093d2fe9c7,frosty_lovelace,2.62,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 20:58:08
45ebc41d-4435-45dc-9688-b4af3a6f00d8,009b31303ad0,brave_dhawan,459.78,1.15964e+11,86.09,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:58:53
346f75d2-d959-4afa-8d28-62ea7ed7bd21,81748903fe57,funny_ishizaka,0.11,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 20:58:54
c9d4f9c7-3166-43fc-bb70-6b812f79c352,855999a48d19,intelligent_napier,0.6,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:58:54
0f09b290-079f-410b-9ade-447364d079b1,8dcd67312969,nifty_rosalind,1.6,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 20:58:58
d3e74091-a220-4153-89d2-f29c7987a5cd,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 20:59:08
7d66e728-c26f-42e7-a48f-a0d44162226a,5e1d18f2d053,objective_black,3.05,6.28097e+08,1.88,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 20:59:08
f275b293-b162-4bda-bfff-9f3b29a13275,db2514bd2f7c,pensive_kapitsa,0.08,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 20:59:08
96c565ab-2601-427c-bf63-69af1f6f82d1,1c2e250005e4,pensive_nobel,0.01,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 20:59:08
480439c3-69ff-47c0-873e-11ae4fdc4d17,f9e7b2212f7d,dazzling_maxwell,0.11,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 20:59:08
f5876dd3-e749-49db-92df-e6dcae932830,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 20:59:11
c8229e63-dea2-43f8-8e1a-fc0e87ed1604,23093d2fe9c7,frosty_lovelace,2.48,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 20:59:11
cf3cc8b4-5dc5-4ee8-a035-5a0e158c4a0c,009b31303ad0,brave_dhawan,272.11,1.15964e+11,86.33,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:59:56
00d37a44-1437-42c0-9599-24134a2b6e5b,81748903fe57,funny_ishizaka,0.15,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 20:59:56
33923daa-14b8-431b-853f-55a58f2d9344,855999a48d19,intelligent_napier,0.64,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 20:59:57
cfc3f964-5a1b-4de7-b0ca-41caefa97c2c,8dcd67312969,nifty_rosalind,1.81,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 21:00:00
4498ef18-fa7a-4256-a01c-4c7eac7c8ccd,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 21:00:11
269d07c3-0ef4-4092-a2fb-0266707838ac,5e1d18f2d053,objective_black,0.76,6.28097e+08,1.88,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 21:00:11
c946b852-2d13-46ae-99bd-98c88e08a8f3,db2514bd2f7c,pensive_kapitsa,0.33,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 21:00:11
ee5ccd55-9c27-442e-be82-f4aae53fe5d2,1c2e250005e4,pensive_nobel,0.01,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 21:00:11
ae94c1ff-71f1-451c-b1f8-6fb0514d9a44,f9e7b2212f7d,dazzling_maxwell,0.21,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 21:00:11
99d91ed8-e9c5-47a5-9673-a7d8a2a15680,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 21:00:14
6e61b504-4e14-4a6d-bbd7-e330a6676d20,23093d2fe9c7,frosty_lovelace,2.55,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 21:00:14
32df03f4-2d18-4c10-b626-d0e619289929,009b31303ad0,brave_dhawan,462.37,1.1489e+11,86,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:00:59
20c52320-ed3b-4511-b215-d53e922acbd9,81748903fe57,funny_ishizaka,0.08,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 21:00:59
ddf7d3d7-f14a-43f0-95a1-3e93844988ce,855999a48d19,intelligent_napier,0.62,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:00:59
4a3e5614-fc2a-40d1-bbfc-de4760518a0b,8dcd67312969,nifty_rosalind,1.93,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 21:01:03
427adf32-9e17-49fb-bd18-bf5cc20b5fec,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 21:01:14
cb25b160-719c-4f8a-9b4e-bd44f366cf99,5e1d18f2d053,objective_black,1.13,6.28097e+08,1.87,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 21:01:14
1d893979-3597-401b-b94c-645b16a3a8dc,db2514bd2f7c,pensive_kapitsa,0.07,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 21:01:14
7886c845-cfdf-4984-a2f8-1e633f078638,1c2e250005e4,pensive_nobel,0.01,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 21:01:14
07c3eb5d-9449-4198-99cc-1ffa96671f00,f9e7b2212f7d,dazzling_maxwell,0.12,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 21:01:14
b04ea679-5780-4bc7-b8a3-8c58e74875a2,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 21:01:17
dde7448e-6022-4813-8e7c-3b7852a441c0,23093d2fe9c7,frosty_lovelace,2.53,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 21:01:17
432482cf-11db-438c-a77a-0d630f57c213,009b31303ad0,brave_dhawan,468.7,1.15964e+11,86.09,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:02:02
02f1cb40-d1c7-4732-acfd-42bda9cf3109,81748903fe57,funny_ishizaka,0.23,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 21:02:02
4d706405-f1fd-4c2d-aa80-9422daa84af3,855999a48d19,intelligent_napier,0.61,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:02:02
76847927-ab35-425e-984c-4f36e8fef278,8dcd67312969,nifty_rosalind,1.6,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 21:02:06
4c7ca895-1d66-4222-b201-5606e5387d96,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 21:02:17
7347cebd-b268-4592-8e36-3a16ad3ed55d,5e1d18f2d053,objective_black,0.84,6.28097e+08,1.88,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 21:02:17
eec281b2-e26c-4d37-ae85-b726554a3f05,db2514bd2f7c,pensive_kapitsa,0.28,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 21:02:17
5da459ae-23a8-4167-86ec-f8b5c6d51f69,1c2e250005e4,pensive_nobel,0.01,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 21:02:17
7f752269-6e75-4e22-945b-7c0b7415b25b,f9e7b2212f7d,dazzling_maxwell,0.24,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 21:02:17
1a39432a-8c85-4c5b-980b-bc9830692daa,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 21:02:20
07373647-adf2-4f9a-9582-f1d8549ce32d,23093d2fe9c7,frosty_lovelace,2.48,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 21:02:20
7560a4bf-6e63-4d32-8c2e-df2bd939b17b,009b31303ad0,brave_dhawan,473.11,1.15964e+11,86.11,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:03:05
8a880e1d-3a36-4101-bb3d-bd82a54d03e8,81748903fe57,funny_ishizaka,0.02,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 21:03:05
050ab0d2-3429-4f3b-a507-0dec55ea757d,855999a48d19,intelligent_napier,0.66,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:03:05
134d63db-4420-4222-b205-ecc3c828de85,8dcd67312969,nifty_rosalind,1.91,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 21:03:09
96cc20c6-a6b0-441a-b37b-78123a4ad291,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 21:03:20
af552882-56bb-4434-a0ed-5eac47c09af5,5e1d18f2d053,objective_black,0.78,6.28097e+08,1.88,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 21:03:20
a3e62860-9a25-4348-904d-d9718a6b6f39,db2514bd2f7c,pensive_kapitsa,0.12,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 21:03:20
93869a79-94f3-4509-8fe5-c6f00b4de4a6,1c2e250005e4,pensive_nobel,0.01,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 21:03:20
0a0a326d-22b7-4b22-ba39-bd7178ccb8e0,f9e7b2212f7d,dazzling_maxwell,0.15,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 21:03:20
febcdb0a-5ee5-418a-82eb-bfaa0232b521,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 21:03:22
9e9bc119-ee81-414b-94ef-943e5c21fe53,23093d2fe9c7,frosty_lovelace,2.54,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 21:03:22
f644db5c-4d5e-4a9a-a9b7-946cb08ea4df,009b31303ad0,brave_dhawan,442.54,1.15964e+11,86.22,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:04:08
b304c260-c65b-42e7-bbc0-5a10b41a013f,81748903fe57,funny_ishizaka,0.27,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 21:04:08
3c97f561-b73a-427d-8fc4-ddec21f3fc82,855999a48d19,intelligent_napier,0.68,3.50224e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:04:08
c74a874d-aedd-4ec0-b014-29572f113494,8dcd67312969,nifty_rosalind,1.78,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 21:04:11
c7bb4db3-0f89-4cb0-b97d-37484d71f936,ec57bac4e511,ecstatic_ride,0.07,2.17055e+08,0.65,7.6546e+07,5.24288e+06,1.36315e+08,1.04858e+06,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clhumaira,172.27.40.102,2024-04-23 21:04:23
383e1571-51b1-43fa-8e30-10796f334fe9,5e1d18f2d053,objective_black,3.42,6.28097e+08,1.88,9.43718e+07,9.01775e+07,2.01327e+08,2.7263e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clalonsogarcia,172.27.40.102,2024-04-23 21:04:23
a10323df-06be-4a7f-84ae-363e005633fe,db2514bd2f7c,pensive_kapitsa,0.29,1.07374e+09,3.46,3.28204e+08,1.04438e+09,3.3135e+08,1.66724e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,cladria,172.27.40.102,2024-04-23 21:04:23
1c8d468e-7ea4-4667-baf5-44bac933e48c,1c2e250005e4,pensive_nobel,0.02,2.4327e+08,0.73,1.30023e+08,3.25059e+07,3.10378e+08,6.50117e+07,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,clariadna,172.27.40.102,2024-04-23 21:04:23
2bf74ca8-8e97-4113-bdca-0f4912c4e3d8,f9e7b2212f7d,dazzling_maxwell,0.22,6.44245e+09,20.21,2.63193e+08,6.08174e+07,4.84442e+08,1.67772e+08,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clchristina,172.27.40.102,2024-04-23 21:04:23
2a3c3ead-64bc-4ef6-956d-6f1af1b59ffc,5049f6c48abb,recursing_cori,0.01,6.44245e+09,5.05,1.60432e+08,2.30687e+07,4.75005e+08,6.50117e+07,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clcarlos,172.27.40.109,2024-04-23 21:04:25
8a7d3955-db7f-4ebc-a532-cbc95dd48a97,23093d2fe9c7,frosty_lovelace,2.52,1.07374e+09,1.38,9.33233e+07,6.08174e+07,7.70703e+08,1.04858e+06,harbor.vhio.net/determine/srtools:0.24.4,clcarlos,172.27.40.109,2024-04-23 21:04:25
5ead79d9-db23-4402-a794-940adc7cb7cf,009b31303ad0,brave_dhawan,471.79,1.15964e+11,86.06,4.1943e+06,1.25829e+07,7.5812e+08,1.07374e+09,harbor.vhio.net/determine/custom_gpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:05:11
bf74abc3-795b-49e8-a06b-928e686056e2,81748903fe57,funny_ishizaka,0.01,1.01712e+08,0.08,5.22191e+08,6.9206e+07,9.88807e+08,2.14748e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clolivia,172.27.40.111,2024-04-23 21:05:11
00128cbe-b70a-47a5-bf9e-28ccb18ba07f,855999a48d19,intelligent_napier,0.71,3.51273e+08,0.26,1.07374e+10,1.1489e+11,3.22123e+09,4.29497e+09,harbor.vhio.net/determine/custom_cpu:0.24.1.3,clbernat,172.27.40.111,2024-04-23 21:05:11
14dc1dcb-7cad-4f7f-a0ec-0dc99678b9b4,8dcd67312969,nifty_rosalind,1.71,5.36871e+09,4.72,2.55853e+08,3.51273e+08,1.22683e+08,7.1408e+08,determinedai/environments:py-3.10-pytorch-2.0-cpu-0.24.0,cldaniel,172.27.40.106,2024-04-23 21:05:14
